,id,target
402,402,1
403,403,1
404,404,0
405,405,0
406,406,0
407,407,1
408,408,1
409,409,1
410,410,0
411,411,0
412,412,0
413,413,1
414,414,0
415,415,0
416,416,0
417,417,0
418,418,1
419,419,0
420,420,1
421,421,0
422,422,0
423,423,1
424,424,1
425,425,0
426,426,1
427,427,0
428,428,1
429,429,1
430,430,1
431,431,0
432,432,0
433,433,1
434,434,1
435,435,0
436,436,1
437,437,0
438,438,0
439,439,1
440,440,0
441,441,0
442,442,0
443,443,0
444,444,1
445,445,0
446,446,0
447,447,1
448,448,1
449,449,0
450,450,1
451,451,0
452,452,1
453,453,1
454,454,0
455,455,1
456,456,0
457,457,0
458,458,1
459,459,0
460,460,0
461,461,1
462,462,0
463,463,0
464,464,0
465,465,0
466,466,1
467,467,0
468,468,1
469,469,1
470,470,0
471,471,0
472,472,1
473,473,1
474,474,0
475,475,1
476,476,0
477,477,1
478,478,0
479,479,1
480,480,1
481,481,0
482,482,0
483,483,0
484,484,1
485,485,0
486,486,0
487,487,1
488,488,1
489,489,0
490,490,1
491,491,0
492,492,1
493,493,1
494,494,0
495,495,0
496,496,1
497,497,1
498,498,1
499,499,1
500,500,0
501,501,1
502,502,1
503,503,1
504,504,0
505,505,0
506,506,1
507,507,0
508,508,0
509,509,0
510,510,0
511,511,0
512,512,0
513,513,0
514,514,0
515,515,1
516,516,1
517,517,1
518,518,1
519,519,0
520,520,0
521,521,1
522,522,0
523,523,1
524,524,0
525,525,0
526,526,1
527,527,1
528,528,1
529,529,0
530,530,1
531,531,0
532,532,1
533,533,0
534,534,0
535,535,0
536,536,0
537,537,1
538,538,0
539,539,1
540,540,0
541,541,1
542,542,1
543,543,1
544,544,0
545,545,0
546,546,1
547,547,0
548,548,0
549,549,0
550,550,1
551,551,1
552,552,0
553,553,0
554,554,0
555,555,0
556,556,0
557,557,1
558,558,0
559,559,0
560,560,0
561,561,0
562,562,0
563,563,1
564,564,0
565,565,0
566,566,1
567,567,1
568,568,1
569,569,0
570,570,1
571,571,0
572,572,0
573,573,1
574,574,0
575,575,1
576,576,0
577,577,1
578,578,0
579,579,1
580,580,1
581,581,0
582,582,1
583,583,0
584,584,0
585,585,0
586,586,0
587,587,1
588,588,1
589,589,0
590,590,1
591,591,1
592,592,1
593,593,0
594,594,1
595,595,0
596,596,0
597,597,0
598,598,1
599,599,1
600,600,1
601,601,1
602,602,1
603,603,1
604,604,0
605,605,0
606,606,0
607,607,0
608,608,1
609,609,0
610,610,1
611,611,1
612,612,0
613,613,0
614,614,0
615,615,0
616,616,0
617,617,1
618,618,1
619,619,1
620,620,1
621,621,0
622,622,1
623,623,0
624,624,1
625,625,0
626,626,0
627,627,1
628,628,1
629,629,0
630,630,0
631,631,0
632,632,1
633,633,0
634,634,1
635,635,0
636,636,0
637,637,0
638,638,1
639,639,1
640,640,0
641,641,0
642,642,1
643,643,0
644,644,1
645,645,1
646,646,1
647,647,0
648,648,1
649,649,1
650,650,1
651,651,0
652,652,1
653,653,0
654,654,0
655,655,1
656,656,1
657,657,0
658,658,1
659,659,1
660,660,0
661,661,1
662,662,1
663,663,1
664,664,1
665,665,1
666,666,1
667,667,0
668,668,0
669,669,1
670,670,0
671,671,1
672,672,0
673,673,0
674,674,0
675,675,0
676,676,0
677,677,1
678,678,0
679,679,0
680,680,1
681,681,0
682,682,1
683,683,1
684,684,1
685,685,1
686,686,0
687,687,0
688,688,1
689,689,0
690,690,0
691,691,1
692,692,1
693,693,0
694,694,1
695,695,1
696,696,1
697,697,0
698,698,1
699,699,0
700,700,1
701,701,0
702,702,1
703,703,1
704,704,0
705,705,0
706,706,0
707,707,1
708,708,1
709,709,1
710,710,1
711,711,1
712,712,0
713,713,0
714,714,0
715,715,1
716,716,0
717,717,0
718,718,0
719,719,1
720,720,1
721,721,1
722,722,1
723,723,0
724,724,0
725,725,0
726,726,0
727,727,1
728,728,0
729,729,1
730,730,0
731,731,0
732,732,0
733,733,0
734,734,0
735,735,1
736,736,0
737,737,1
738,738,0
739,739,1
740,740,0
741,741,0
742,742,0
743,743,1
744,744,1
745,745,0
746,746,0
747,747,1
748,748,1
749,749,0
750,750,0
751,751,0
752,752,0
753,753,1
754,754,0
755,755,1
756,756,1
757,757,1
758,758,0
759,759,1
760,760,1
761,761,1
762,762,1
763,763,1
764,764,1
765,765,1
766,766,1
767,767,0
768,768,0
769,769,0
770,770,0
771,771,1
772,772,0
773,773,0
774,774,1
775,775,0
776,776,1
777,777,0
778,778,0
779,779,0
780,780,0
781,781,0
782,782,0
783,783,1
784,784,1
785,785,0
786,786,0
787,787,0
788,788,1
789,789,0
790,790,0
791,791,1
792,792,1
793,793,1
794,794,1
795,795,0
796,796,0
797,797,1
798,798,1
799,799,1
800,800,0
801,801,0
802,802,0
803,803,1
804,804,0
805,805,0
806,806,1
807,807,1
808,808,0
809,809,0
810,810,0
811,811,1
812,812,0
813,813,0
814,814,0
815,815,0
816,816,0
817,817,1
818,818,0
819,819,1
820,820,1
821,821,0
822,822,1
823,823,0
824,824,0
825,825,1
826,826,0
827,827,0
828,828,0
829,829,1
830,830,0
831,831,0
832,832,0
833,833,0
834,834,0
835,835,1
836,836,0
837,837,1
838,838,1
839,839,0
840,840,0
841,841,1
842,842,0
843,843,1
844,844,0
845,845,1
846,846,1
847,847,1
848,848,1
849,849,1
850,850,1
851,851,0
852,852,1
853,853,1
854,854,1
855,855,0
856,856,1
857,857,1
858,858,1
859,859,0
860,860,1
861,861,1
862,862,0
863,863,0
864,864,1
865,865,0
866,866,0
867,867,0
868,868,1
869,869,0
870,870,0
871,871,0
872,872,0
873,873,1
874,874,1
875,875,1
876,876,0
877,877,1
878,878,1
879,879,0
880,880,1
881,881,1
882,882,1
883,883,0
884,884,1
885,885,0
886,886,0
887,887,1
888,888,1
889,889,1
890,890,1
891,891,1
892,892,1
893,893,1
894,894,1
895,895,1
896,896,1
897,897,0
898,898,1
899,899,0
900,900,0
901,901,0
902,902,0
903,903,0
904,904,1
905,905,1
906,906,1
907,907,0
908,908,0
909,909,1
910,910,1
911,911,0
912,912,0
913,913,1
914,914,1
915,915,1
916,916,0
917,917,1
918,918,1
919,919,0
920,920,0
921,921,1
922,922,0
923,923,1
924,924,1
925,925,0
926,926,1
927,927,0
928,928,1
929,929,1
930,930,1
931,931,1
932,932,1
933,933,1
934,934,0
935,935,1
936,936,0
937,937,0
938,938,1
939,939,1
940,940,1
941,941,1
942,942,0
943,943,1
944,944,0
945,945,1
946,946,0
947,947,0
948,948,1
949,949,1
950,950,0
951,951,1
952,952,1
953,953,0
954,954,0
955,955,0
956,956,0
957,957,1
958,958,0
959,959,1
960,960,1
961,961,1
962,962,1
963,963,1
964,964,0
965,965,0
966,966,1
967,967,0
968,968,0
969,969,1
970,970,1
971,971,1
972,972,1
973,973,1
974,974,0
975,975,0
976,976,0
977,977,1
978,978,1
979,979,0
980,980,0
981,981,1
982,982,1
983,983,0
984,984,0
985,985,1
986,986,0
987,987,0
988,988,1
989,989,0
990,990,0
991,991,1
992,992,1
993,993,1
994,994,1
995,995,1
996,996,0
997,997,0
998,998,1
999,999,0
1000,1000,1
1001,1001,0
1002,1002,1
1003,1003,1
1004,1004,0
1005,1005,1
1006,1006,1
1007,1007,1
1008,1008,1
1009,1009,1
1010,1010,0
1011,1011,0
1012,1012,1
1013,1013,1
1014,1014,1
1015,1015,1
1016,1016,0
1017,1017,1
1018,1018,0
1019,1019,0
1020,1020,0
1021,1021,0
1022,1022,0
1023,1023,0
1024,1024,1
1025,1025,0
1026,1026,1
1027,1027,1
1028,1028,1
1029,1029,1
1030,1030,1
1031,1031,0
1032,1032,0
1033,1033,0
1034,1034,1
1035,1035,1
1036,1036,0
1037,1037,0
1038,1038,0
1039,1039,1
1040,1040,0
1041,1041,0
1042,1042,0
1043,1043,1
1044,1044,0
1045,1045,1
1046,1046,1
1047,1047,0
1048,1048,1
1049,1049,0
1050,1050,0
1051,1051,0
1052,1052,0
1053,1053,1
1054,1054,1
1055,1055,0
1056,1056,1
1057,1057,1
1058,1058,0
1059,1059,1
1060,1060,0
1061,1061,0
1062,1062,1
1063,1063,0
1064,1064,0
1065,1065,0
1066,1066,0
1067,1067,0
1068,1068,1
1069,1069,0
1070,1070,1
1071,1071,1
1072,1072,0
1073,1073,1
1074,1074,0
1075,1075,0
1076,1076,0
1077,1077,0
1078,1078,0
1079,1079,0
1080,1080,0
1081,1081,0
1082,1082,1
1083,1083,1
1084,1084,1
1085,1085,1
1086,1086,1
1087,1087,0
1088,1088,1
1089,1089,0
1090,1090,1
1091,1091,0
1092,1092,0
1093,1093,1
1094,1094,0
1095,1095,1
1096,1096,1
1097,1097,1
1098,1098,0
1099,1099,1
1100,1100,1
1101,1101,1
1102,1102,0
1103,1103,1
1104,1104,1
1105,1105,1
1106,1106,1
1107,1107,0
1108,1108,0
1109,1109,0
1110,1110,1
1111,1111,0
1112,1112,0
1113,1113,0
1114,1114,0
1115,1115,1
1116,1116,0
1117,1117,1
1118,1118,1
1119,1119,0
1120,1120,0
1121,1121,1
1122,1122,0
1123,1123,1
1124,1124,1
1125,1125,0
1126,1126,1
1127,1127,0
1128,1128,0
1129,1129,0
1130,1130,1
1131,1131,1
1132,1132,1
1133,1133,1
1134,1134,1
1135,1135,0
1136,1136,0
1137,1137,1
1138,1138,0
1139,1139,1
1140,1140,1
1141,1141,0
1142,1142,0
1143,1143,0
1144,1144,1
1145,1145,1
1146,1146,1
1147,1147,1
1148,1148,1
1149,1149,0
1150,1150,1
1151,1151,0
1152,1152,0
1153,1153,0
1154,1154,1
1155,1155,0
1156,1156,0
1157,1157,0
1158,1158,0
1159,1159,0
1160,1160,0
1161,1161,0
1162,1162,0
1163,1163,0
1164,1164,1
1165,1165,0
1166,1166,0
1167,1167,0
1168,1168,0
1169,1169,0
1170,1170,0
1171,1171,0
1172,1172,0
1173,1173,0
1174,1174,0
1175,1175,1
1176,1176,0
1177,1177,0
1178,1178,0
1179,1179,0
1180,1180,0
1181,1181,1
1182,1182,0
1183,1183,0
1184,1184,0
1185,1185,0
1186,1186,0
1187,1187,0
1188,1188,0
1189,1189,1
1190,1190,1
1191,1191,1
1192,1192,1
1193,1193,0
1194,1194,0
1195,1195,0
1196,1196,0
1197,1197,1
1198,1198,1
1199,1199,0
1200,1200,0
1201,1201,0
1202,1202,0
1203,1203,0
1204,1204,0
1205,1205,1
1206,1206,1
1207,1207,1
1208,1208,0
1209,1209,1
1210,1210,0
1211,1211,0
1212,1212,1
1213,1213,0
1214,1214,1
1215,1215,0
1216,1216,1
1217,1217,0
1218,1218,0
1219,1219,1
1220,1220,0
1221,1221,0
1222,1222,1
1223,1223,1
1224,1224,0
1225,1225,0
1226,1226,0
1227,1227,0
1228,1228,0
1229,1229,1
1230,1230,1
1231,1231,0
1232,1232,1
1233,1233,1
1234,1234,0
1235,1235,0
1236,1236,1
1237,1237,0
1238,1238,0
1239,1239,1
1240,1240,1
1241,1241,1
1242,1242,1
1243,1243,1
1244,1244,1
1245,1245,1
1246,1246,1
1247,1247,0
1248,1248,1
1249,1249,0
1250,1250,1
1251,1251,1
1252,1252,0
1253,1253,0
1254,1254,1
1255,1255,1
1256,1256,1
1257,1257,0
1258,1258,1
1259,1259,0
1260,1260,1
1261,1261,1
1262,1262,0
1263,1263,1
1264,1264,0
1265,1265,0
1266,1266,1
1267,1267,0
1268,1268,0
1269,1269,1
1270,1270,1
1271,1271,1
1272,1272,0
1273,1273,1
1274,1274,1
1275,1275,0
1276,1276,1
1277,1277,0
1278,1278,0
1279,1279,0
1280,1280,0
1281,1281,1
1282,1282,0
1283,1283,0
1284,1284,1
1285,1285,0
1286,1286,0
1287,1287,0
1288,1288,1
1289,1289,1
1290,1290,1
1291,1291,1
1292,1292,1
1293,1293,1
1294,1294,0
1295,1295,1
1296,1296,0
1297,1297,0
1298,1298,0
1299,1299,1
1300,1300,0
1301,1301,1
1302,1302,0
1303,1303,0
1304,1304,1
1305,1305,1
1306,1306,0
1307,1307,1
1308,1308,1
1309,1309,1
1310,1310,0
1311,1311,0
1312,1312,0
1313,1313,1
1314,1314,0
1315,1315,0
1316,1316,1
1317,1317,0
1318,1318,1
1319,1319,0
1320,1320,0
1321,1321,1
1322,1322,0
1323,1323,1
1324,1324,1
1325,1325,0
1326,1326,0
1327,1327,0
1328,1328,1
1329,1329,0
1330,1330,0
1331,1331,0
1332,1332,0
1333,1333,1
1334,1334,1
1335,1335,1
1336,1336,0
1337,1337,0
1338,1338,0
1339,1339,0
1340,1340,0
1341,1341,0
1342,1342,1
1343,1343,0
1344,1344,1
1345,1345,0
1346,1346,0
1347,1347,1
1348,1348,1
1349,1349,0
1350,1350,0
1351,1351,0
1352,1352,0
1353,1353,0
1354,1354,1
1355,1355,0
1356,1356,0
1357,1357,0
1358,1358,1
1359,1359,1
1360,1360,1
1361,1361,0
1362,1362,0
1363,1363,1
1364,1364,1
1365,1365,1
1366,1366,0
1367,1367,1
1368,1368,1
1369,1369,0
1370,1370,0
1371,1371,1
1372,1372,1
1373,1373,1
1374,1374,1
1375,1375,1
1376,1376,1
1377,1377,1
1378,1378,0
1379,1379,0
1380,1380,0
1381,1381,0
1382,1382,1
1383,1383,0
1384,1384,0
1385,1385,0
1386,1386,0
1387,1387,0
1388,1388,1
1389,1389,0
1390,1390,1
1391,1391,1
1392,1392,0
1393,1393,0
1394,1394,1
1395,1395,1
1396,1396,0
1397,1397,0
1398,1398,1
1399,1399,0
1400,1400,1
1401,1401,1
1402,1402,0
1403,1403,1
1404,1404,0
1405,1405,0
1406,1406,0
1407,1407,0
1408,1408,1
1409,1409,0
1410,1410,1
1411,1411,1
1412,1412,1
1413,1413,1
1414,1414,1
1415,1415,0
1416,1416,0
1417,1417,0
1418,1418,0
1419,1419,0
1420,1420,1
1421,1421,0
1422,1422,1
1423,1423,0
1424,1424,1
1425,1425,0
1426,1426,1
1427,1427,0
1428,1428,0
1429,1429,1
1430,1430,1
1431,1431,0
1432,1432,1
1433,1433,1
1434,1434,1
1435,1435,1
1436,1436,1
1437,1437,0
1438,1438,0
1439,1439,1
1440,1440,1
1441,1441,1
1442,1442,1
1443,1443,0
1444,1444,1
1445,1445,1
1446,1446,0
1447,1447,0
1448,1448,1
1449,1449,0
1450,1450,1
1451,1451,0
1452,1452,1
1453,1453,0
1454,1454,0
1455,1455,1
1456,1456,1
1457,1457,0
1458,1458,0
1459,1459,1
1460,1460,1
1461,1461,1
1462,1462,0
1463,1463,0
1464,1464,0
1465,1465,0
1466,1466,0
1467,1467,1
1468,1468,0
1469,1469,0
1470,1470,0
1471,1471,1
1472,1472,1
1473,1473,0
1474,1474,0
1475,1475,0
1476,1476,1
1477,1477,1
1478,1478,1
1479,1479,1
1480,1480,0
1481,1481,0
1482,1482,0
1483,1483,1
1484,1484,1
1485,1485,0
1486,1486,1
1487,1487,1
1488,1488,0
1489,1489,0
1490,1490,0
1491,1491,1
1492,1492,1
1493,1493,1
1494,1494,0
1495,1495,0
1496,1496,1
1497,1497,1
1498,1498,1
1499,1499,0
1500,1500,0
1501,1501,1
1502,1502,1
1503,1503,1
1504,1504,0
1505,1505,1
1506,1506,0
1507,1507,1
1508,1508,0
1509,1509,1
1510,1510,0
1511,1511,1
1512,1512,0
1513,1513,1
1514,1514,1
1515,1515,0
1516,1516,0
1517,1517,0
1518,1518,1
1519,1519,1
1520,1520,1
1521,1521,1
1522,1522,0
1523,1523,0
1524,1524,0
1525,1525,0
1526,1526,0
1527,1527,1
1528,1528,0
1529,1529,1
1530,1530,0
1531,1531,1
1532,1532,1
1533,1533,0
1534,1534,0
1535,1535,0
1536,1536,0
1537,1537,0
1538,1538,0
1539,1539,1
1540,1540,1
1541,1541,0
1542,1542,0
1543,1543,0
1544,1544,0
1545,1545,0
1546,1546,0
1547,1547,1
1548,1548,1
1549,1549,1
1550,1550,0
1551,1551,1
1552,1552,1
1553,1553,1
1554,1554,1
1555,1555,1
1556,1556,1
1557,1557,0
1558,1558,1
1559,1559,0
1560,1560,0
1561,1561,0
1562,1562,1
1563,1563,0
1564,1564,1
1565,1565,0
1566,1566,1
1567,1567,0
1568,1568,1
1569,1569,0
1570,1570,1
1571,1571,0
1572,1572,1
1573,1573,1
1574,1574,0
1575,1575,0
1576,1576,0
1577,1577,0
1578,1578,0
1579,1579,0
1580,1580,0
1581,1581,1
1582,1582,0
1583,1583,0
1584,1584,1
1585,1585,0
1586,1586,1
1587,1587,0
1588,1588,0
1589,1589,1
1590,1590,0
1591,1591,0
1592,1592,1
1593,1593,1
1594,1594,1
1595,1595,1
1596,1596,1
1597,1597,0
1598,1598,1
1599,1599,0
1600,1600,0
1601,1601,0
1602,1602,0
1603,1603,0
1604,1604,0
1605,1605,0
1606,1606,0
1607,1607,0
1608,1608,0
1609,1609,0
1610,1610,0
1611,1611,0
1612,1612,1
1613,1613,1
1614,1614,0
1615,1615,0
1616,1616,1
1617,1617,0
1618,1618,0
1619,1619,1
1620,1620,0
1621,1621,0
1622,1622,1
1623,1623,0
1624,1624,0
1625,1625,1
1626,1626,1
1627,1627,0
1628,1628,0
1629,1629,1
1630,1630,1
1631,1631,0
1632,1632,0
1633,1633,0
1634,1634,1
1635,1635,1
1636,1636,0
1637,1637,0
1638,1638,1
1639,1639,0
1640,1640,1
1641,1641,1
1642,1642,0
1643,1643,1
1644,1644,1
1645,1645,0
1646,1646,0
1647,1647,1
1648,1648,0
1649,1649,1
1650,1650,0
1651,1651,1
1652,1652,0
1653,1653,0
1654,1654,0
1655,1655,0
1656,1656,1
1657,1657,1
1658,1658,1
1659,1659,0
1660,1660,0
1661,1661,0
1662,1662,1
1663,1663,1
1664,1664,1
1665,1665,1
1666,1666,0
1667,1667,1
1668,1668,0
1669,1669,0
1670,1670,0
1671,1671,0
1672,1672,0
1673,1673,0
1674,1674,0
1675,1675,0
1676,1676,1
1677,1677,1
1678,1678,1
1679,1679,1
1680,1680,0
1681,1681,0
1682,1682,0
1683,1683,1
1684,1684,0
1685,1685,1
1686,1686,0
1687,1687,1
1688,1688,0
1689,1689,0
1690,1690,1
1691,1691,1
1692,1692,1
1693,1693,1
1694,1694,0
1695,1695,0
1696,1696,1
1697,1697,0
1698,1698,1
1699,1699,1
1700,1700,1
1701,1701,1
1702,1702,1
1703,1703,1
1704,1704,0
1705,1705,1
1706,1706,1
1707,1707,0
1708,1708,0
1709,1709,0
1710,1710,0
1711,1711,0
1712,1712,1
1713,1713,0
1714,1714,0
1715,1715,0
1716,1716,1
1717,1717,0
1718,1718,0
1719,1719,0
1720,1720,0
1721,1721,0
1722,1722,0
1723,1723,0
1724,1724,1
1725,1725,0
1726,1726,0
1727,1727,1
1728,1728,1
1729,1729,0
1730,1730,0
1731,1731,1
1732,1732,1
1733,1733,1
1734,1734,1
1735,1735,0
1736,1736,0
1737,1737,0
1738,1738,1
1739,1739,1
1740,1740,0
1741,1741,1
1742,1742,0
1743,1743,1
1744,1744,1
1745,1745,0
1746,1746,0
1747,1747,0
1748,1748,0
1749,1749,0
1750,1750,1
1751,1751,0
1752,1752,1
1753,1753,0
1754,1754,0
1755,1755,1
1756,1756,1
1757,1757,1
1758,1758,1
1759,1759,0
1760,1760,0
1761,1761,1
1762,1762,0
1763,1763,0
1764,1764,0
1765,1765,1
1766,1766,0
1767,1767,1
1768,1768,0
1769,1769,0
1770,1770,0
1771,1771,0
1772,1772,1
1773,1773,1
1774,1774,0
1775,1775,0
1776,1776,1
1777,1777,1
1778,1778,1
1779,1779,0
1780,1780,0
1781,1781,1
1782,1782,1
1783,1783,1
1784,1784,1
1785,1785,1
1786,1786,0
1787,1787,1
1788,1788,1
1789,1789,0
1790,1790,0
1791,1791,0
1792,1792,1
1793,1793,0
1794,1794,0
1795,1795,0
1796,1796,0
1797,1797,1
1798,1798,1
1799,1799,1
1800,1800,0
1801,1801,0
1802,1802,0
1803,1803,0
1804,1804,1
1805,1805,0
1806,1806,1
1807,1807,1
1808,1808,0
1809,1809,0
1810,1810,0
1811,1811,0
1812,1812,0
1813,1813,0
1814,1814,0
1815,1815,1
1816,1816,1
1817,1817,1
1818,1818,1
1819,1819,0
1820,1820,0
1821,1821,0
1822,1822,1
1823,1823,0
1824,1824,1
1825,1825,0
1826,1826,1
1827,1827,1
1828,1828,0
1829,1829,0
1830,1830,0
1831,1831,1
1832,1832,1
1833,1833,1
1834,1834,1
1835,1835,1
1836,1836,1
1837,1837,1
1838,1838,0
1839,1839,1
1840,1840,0
1841,1841,1
1842,1842,1
1843,1843,0
1844,1844,0
1845,1845,1
1846,1846,0
1847,1847,1
1848,1848,1
1849,1849,1
1850,1850,1
1851,1851,0
1852,1852,0
1853,1853,0
1854,1854,1
1855,1855,0
1856,1856,1
1857,1857,1
1858,1858,1
1859,1859,0
1860,1860,0
1861,1861,1
1862,1862,0
1863,1863,0
1864,1864,1
1865,1865,1
1866,1866,0
1867,1867,0
1868,1868,0
1869,1869,0
1870,1870,0
1871,1871,1
1872,1872,0
1873,1873,0
1874,1874,0
1875,1875,0
1876,1876,1
1877,1877,1
1878,1878,1
1879,1879,0
1880,1880,0
1881,1881,0
1882,1882,0
1883,1883,1
1884,1884,1
1885,1885,1
1886,1886,0
1887,1887,1
1888,1888,0
1889,1889,0
1890,1890,0
1891,1891,1
1892,1892,1
1893,1893,1
1894,1894,1
1895,1895,1
1896,1896,1
1897,1897,1
1898,1898,0
1899,1899,0
1900,1900,0
1901,1901,0
1902,1902,0
1903,1903,0
1904,1904,1
1905,1905,0
1906,1906,1
1907,1907,1
1908,1908,0
1909,1909,1
1910,1910,0
1911,1911,0
1912,1912,1
1913,1913,0
1914,1914,0
1915,1915,0
1916,1916,1
1917,1917,1
1918,1918,1
1919,1919,0
1920,1920,0
1921,1921,1
1922,1922,1
1923,1923,0
1924,1924,1
1925,1925,1
1926,1926,0
1927,1927,0
1928,1928,1
1929,1929,0
1930,1930,0
1931,1931,1
1932,1932,0
1933,1933,1
1934,1934,0
1935,1935,1
1936,1936,1
1937,1937,1
1938,1938,1
1939,1939,1
1940,1940,1
1941,1941,1
1942,1942,1
1943,1943,0
1944,1944,0
1945,1945,1
1946,1946,1
1947,1947,1
1948,1948,1
1949,1949,0
1950,1950,1
1951,1951,1
1952,1952,1
1953,1953,1
1954,1954,0
1955,1955,1
1956,1956,0
1957,1957,1
1958,1958,0
1959,1959,0
1960,1960,1
1961,1961,1
1962,1962,0
1963,1963,1
1964,1964,0
1965,1965,0
1966,1966,0
1967,1967,1
1968,1968,0
1969,1969,1
1970,1970,0
1971,1971,1
1972,1972,0
1973,1973,0
1974,1974,0
1975,1975,0
1976,1976,0
1977,1977,0
1978,1978,0
1979,1979,1
1980,1980,1
1981,1981,0
1982,1982,0
1983,1983,1
1984,1984,1
1985,1985,1
1986,1986,0
1987,1987,1
1988,1988,1
1989,1989,1
1990,1990,1
1991,1991,1
1992,1992,1
1993,1993,0
1994,1994,0
1995,1995,0
1996,1996,0
1997,1997,0
